name,neighbourhood,room_type,bedrooms,bathrooms,accommodates,minimum_nights,price,availability_365,number_of_reviews,review_score,latitude,longitude,is_superhost
"Appartement vlakbij Arena, Ziggodome, Heineken Hal",Bijlmer-Centrum,Entire home/apt,1.0,1.0,4,3,150.0,88,32,98.0,52.32255,4.94346,0
"Renovated, Bright and Clean appartment!",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,85.0,0,24,96.0,52.37052,4.85102,0
Great modern appartement in quiet neighbourhood,Buitenveldert - Zuidas,Entire home/apt,1.0,1.5,2,4,93.0,0,11,98.0,52.32625,4.88457,0
Stylish apartment at amazing location,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,125.0,0,12,87.0,52.36838,4.86551,0
A Quiet Room Close to Centre Overlooking a Garden,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,2,64.0,0,36,94.0,52.35135,4.9074800000000005,0
High class luxurious and bright canalview house!,Centrum-West,Entire home/apt,1.0,1.5,2,2,161.0,0,15,88.0,52.36738,4.88625,0
Safe and Very Clean Apartment in Great Location,Zuid,Entire home/apt,1.0,1.0,2,1,109.0,289,35,98.0,52.34468,4.860609999999999,0
"Spacious 2 bedr apt with garden, cls to Vondelpark",Zuid,Entire home/apt,2.0,1.0,2,2,99.0,0,15,97.0,52.347840000000005,4.84755,0
Luxurious artist family home with garden,Centrum-West,Entire home/apt,2.0,1.5,4,4,340.0,365,19,96.0,52.36642,4.88702,0
Apartment in centrum of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,99.0,0,33,91.0,52.37014,4.90466,0
Cosy apartment in popular area next to Jordaan,Westerpark,Entire home/apt,1.0,1.5,2,2,79.0,0,23,97.0,52.38282,4.87474,1
3p. Garden Apartment in Bolo,Bos en Lommer,Entire home/apt,2.0,1.0,3,5,98.0,0,11,93.0,52.37831,4.85634,0
Bright canal view apartment Amsterdam city center,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,200.0,0,23,100.0,52.37082,4.90404,1
"Amazing bright & big familyhome | Center, rooftop",De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,327.0,0,21,97.0,52.36788,4.87386,0
Penthouse Apartment on Canal,Centrum-West,Entire home/apt,1.0,1.0,2,4,160.0,350,14,100.0,52.37675,4.88706,0
Bright lovely ap in charming area -Rooftop terrace,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,200.0,0,31,98.0,52.369,4.87359,0
Beautifully decorated Amsterdam South apartment,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,143.0,0,20,92.0,52.3424,4.90529,0
Nice appartment in traditional Amsterdam Zuid,Zuid,Entire home/apt,3.0,1.0,4,2,95.0,0,10,96.0,52.34414,4.868580000000001,0
NEW apartment in lively the Pijp area,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,2,110.0,0,28,95.0,52.357890000000005,4.89944,0
Marvellous 2P room + balcony in business district,Buitenveldert - Zuidas,Private room,1.0,1.0,2,1,111.0,180,86,95.0,52.34393,4.86796,0
Family house at dyke + lovely garden +free parking,Oud-Noord,Entire home/apt,3.0,1.0,6,3,190.0,0,13,91.0,52.391009999999994,4.93095,0
Apartment with roof terrace nearby city center,Bos en Lommer,Entire home/apt,2.0,1.5,2,4,140.0,0,11,98.0,52.37567,4.85985,0
Beautiful Room in canal-side house in the Jordaan,Centrum-West,Private room,1.0,1.0,2,2,89.0,0,14,99.0,52.37791,4.885730000000001,0
"Cozy place in ""de pijp"" Amsterdam!",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,72.0,0,17,85.0,52.35536,4.8886,0
Cozy and modern apartment in the West of Amsterdam,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,150.0,0,28,96.0,52.3717,4.85248,0
Cosy duplex with garden / center Amsterdam,Centrum-Oost,Entire home/apt,2.0,1.0,4,2,132.0,5,34,99.0,52.37042,4.93041,0
Homey Bohemian 2 bdrm Appartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,5,132.0,0,19,98.0,52.358309999999996,4.85928,0
Apartment with great views in hipster area,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,117.0,88,34,96.0,52.36759,4.871919999999999,0
Amalia Residence,Westerpark,Entire home/apt,2.0,1.0,4,1,194.0,228,71,91.0,52.37948,4.875319999999999,0
Charming canal-house with garden and roofterrace,Zuid,Entire home/apt,2.0,1.0,4,3,225.0,179,26,99.0,52.35481,4.8522,0
"Spacious room, overlooking the Keizersg. canals MW",Centrum-Oost,Private room,1.0,1.5,2,2,130.0,26,38,96.0,52.3645,4.89091,0
Great appartement in top location!,Centrum-West,Entire home/apt,1.0,1.0,4,2,110.0,0,12,93.0,52.3717,4.87898,0
bfgbfss,Westerpark,Entire home/apt,1.0,1.0,2,3,92.0,199,29,100.0,52.38454,4.87611,0
Beautiful spacious and luminous flat in west,Geuzenveld - Slotermeer,Entire home/apt,1.0,1.0,2,2,240.0,364,15,97.0,52.38293,4.81687,0
Double Room in Amsterdam,Bos en Lommer,Private room,1.0,1.0,2,2,75.0,89,179,99.0,52.37298,4.8499099999999995,1
Cosy and spacious two bedroom apartment,Bos en Lommer,Entire home/apt,2.0,1.0,3,3,79.0,0,12,98.0,52.383829999999996,4.852519999999999,0
"Luxury Penthouse, incl parking - Big Balcony",Osdorp,Entire home/apt,1.0,1.0,2,2,142.0,9,24,98.0,52.36076,4.78974,0
Houseboat central fine location with great comfort,Westerpark,Entire home/apt,1.0,1.0,2,1,195.0,0,32,100.0,52.37356,4.87405,1
Nice house and garden with all the basics and more,Oud-Oost,Entire home/apt,1.0,1.5,3,4,130.0,0,50,94.0,52.3578,4.923430000000001,0
"Beautiful apt, full of light. 50 mts from RAI",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.5,2,4,79.0,0,27,95.0,52.34285,4.89383,0
"Private apartment near museums, RAI and Zuid WTC!",Zuid,Private room,1.0,1.0,2,2,80.0,89,21,96.0,52.346090000000004,4.868869999999999,0
Stylish appartment in Amsterdam with balcony,Bos en Lommer,Entire home/apt,1.0,1.0,2,4,95.0,0,41,99.0,52.38243,4.85688,0
Moderne and Arty Space in Amsterdam North,Noord-West,Private room,1.0,1.5,2,2,45.0,63,112,93.0,52.40644,4.91559,1
Charming apartment in city centre,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,129.0,0,11,100.0,52.35561,4.88955,0
Spacious appartment in the city centre!,Centrum-West,Entire home/apt,2.0,1.5,4,3,175.0,0,25,98.0,52.37466,4.8814400000000004,0
Very spacious house with lovely garden,Oud-Oost,Entire home/apt,3.0,1.5,4,5,180.0,0,19,99.0,52.35665,4.921209999999999,0
"Nice apartment, great location-500m to Museumplein",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,3,104.0,0,17,94.0,52.3542,4.89008,0
Unique central townhouse in garden,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,80.0,0,28,98.0,52.36525,4.92053,0
Light and spacious waterfront apartment,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,3,7,200.0,0,15,100.0,52.372679999999995,4.86503,0
Super cozy apartment next to Westerpark,Westerpark,Entire home/apt,1.0,1.0,2,4,74.0,357,28,94.0,52.3915,4.87387,0
Private loft in the Jordaan area,Centrum-West,Private room,1.0,1.0,2,2,125.0,0,130,95.0,52.38273,4.88786,0
"Lovely, sunny city centre apartment",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,1,110.0,0,36,99.0,52.36622,4.86612,0
Charming apartment 4 persons Amsterdam/Westerpark,Westerpark,Entire home/apt,1.0,1.0,4,2,220.0,365,52,94.0,52.38212,4.87416,0
"Stylish 4 floor villa, own entrance",Zuid,Entire home/apt,3.0,2.0,6,2,500.0,0,19,100.0,52.34946,4.869219999999999,0
Flower House for Yoga and Meditation,Centrum-Oost,Private room,1.0,1.0,2,2,150.0,358,17,99.0,52.36468,4.92018,0
Spacious 2Bedroom Apartment with balcony@Adam-East,Oud-Oost,Entire home/apt,2.0,1.0,4,3,199.0,40,13,95.0,52.35451,4.9231300000000005,0
130m2 modern appartment with rooftop,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,145.0,0,19,98.0,52.353629999999995,4.90126,0
Light 3rd floor apartment in vibrant East,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.5,4,2,95.0,0,12,97.0,52.359970000000004,4.94121,0
Lovely warm apartment,Oud-Oost,Entire home/apt,1.0,1.0,2,4,120.0,0,12,98.0,52.36335,4.92537,0
Lofty comfortable place in Oud-West,De Baarsjes - Oud-West,Entire home/apt,1.0,1.5,2,2,130.0,0,42,98.0,52.360209999999995,4.8581,1
Beautiful private appartement in Amsterdam west,Bos en Lommer,Entire home/apt,1.0,1.0,2,3,75.0,0,36,92.0,52.37617,4.84903,0
Great studio in heart de pijp,De Pijp - Rivierenbuurt,Private room,1.0,1.0,2,1,91.0,358,59,84.0,52.347840000000005,4.89349,0
light and cozy apartment in the famous 'Pijp' area,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,3,1,100.0,0,30,97.0,52.35031,4.905480000000001,0
Cozy&romantic garden apartment close to Vondelpark,Buitenveldert - Zuidas,Entire home/apt,2.0,1.0,2,2,166.0,0,14,96.0,52.34225,4.86079,0
Lovely place in Amsterdam Oud-West,Bos en Lommer,Entire home/apt,1.0,1.0,2,2,110.0,0,35,95.0,52.373329999999996,4.85197,1
"Spacious apartment in lively, hip Amsterdam East!",Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,1,75.0,0,24,100.0,52.36261,4.93636,1
Best Double Room Downtown,Centrum-West,Private room,1.0,1.5,2,1,120.0,0,83,97.0,52.37514,4.89388,1
Lovely family house private parking,Noord-Oost,Entire home/apt,3.0,1.5,4,4,159.0,0,12,98.0,52.38698,4.95976,0
Elegant Loft | Museum Area | Balcony,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,10,170.0,0,15,92.0,52.356159999999996,4.88817,0
Beautiful bright spacious city center apartment!,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,130.0,136,46,97.0,52.364540000000005,4.91028,1
cosy apartment in the heart of de pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,365,100.0,0,37,97.0,52.35329,4.89913,1
fijne caravan met douche en toilet.,IJburg - Zeeburgereiland,Private room,1.0,1.0,2,1,80.0,316,127,97.0,52.36946,4.9621699999999995,1
Family Appartment with large garden,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.0,5,4,247.0,0,16,99.0,52.346270000000004,4.90022,0
Light & cosy family apartment in hip city area,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,3,3,150.0,0,10,96.0,52.3644,4.94416,0
"Comfortable three story house, city center/Jordaan",Centrum-West,Entire home/apt,2.0,1.5,4,1,180.0,0,50,97.0,52.37766,4.883769999999999,0
"Fijne caravan met douche en toilet,",IJburg - Zeeburgereiland,Private room,1.0,1.0,2,1,80.0,0,106,98.0,52.36787,4.96093,1
Friendly hide-out in Amsterdam,Oostelijk Havengebied - Indische Buurt,Private room,1.0,1.5,2,4,85.0,0,13,97.0,52.36449,4.93685,0
Stylish & Bright apartment in Amsterdam WEST,Bos en Lommer,Entire home/apt,1.0,1.0,2,4,95.0,0,38,97.0,52.385740000000006,4.85142,0
Luxury apartment near historic Amsterdam centre,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,5,215.0,364,15,100.0,52.36956,4.85455,0
Cozy room for single or a couple,De Baarsjes - Oud-West,Private room,1.0,1.0,2,2,60.0,0,15,97.0,52.36642,4.8527,0
Sunny Apartment - East of Amsterdam,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,3,120.0,0,42,98.0,52.369409999999995,4.9417800000000005,1
Light apartment with canal view in city centre,Centrum-West,Entire home/apt,2.0,1.0,4,2,220.0,0,17,94.0,52.36974,4.87713,0
Zonnige woning met tuin vlakbij Sloterdijk,Geuzenveld - Slotermeer,Entire home/apt,3.0,1.0,4,5,130.0,0,12,87.0,52.38414,4.83136,0
cozy apartment in Amsterdam Noord,Oud-Noord,Entire home/apt,1.0,1.5,2,2,95.0,0,41,97.0,52.3869,4.92108,0
Tranquil resort next to Amsterdam forest,Buitenveldert - Zuidas,Entire home/apt,3.0,1.0,4,2,210.0,0,31,99.0,52.324690000000004,4.8640300000000005,0
Sunny and Comfortable near Museums + Zuid-As.,Zuid,Entire home/apt,1.0,1.0,2,3,160.0,0,29,98.0,52.34969,4.86304,0
A lovely typically dutch house -,Watergraafsmeer,Entire home/apt,3.0,1.0,4,3,111.0,0,29,98.0,52.3417,4.9245,0
Beautiful Dutch Apt in the Center with a Terrace,Centrum-Oost,Entire home/apt,2.0,1.0,4,2,135.0,0,10,92.0,52.363479999999996,4.88593,0
"house with garden, 10 min. from city centre",De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,89.0,171,65,99.0,52.36872,4.8520199999999996,0
★ Unique Waterfront home w Canalview in A-location,Centrum-West,Entire home/apt,3.0,1.5,5,4,450.0,9,15,99.0,52.38695,4.8856,1
Spacious room in the heart of the city centre C,Centrum-Oost,Private room,1.0,1.0,2,2,133.0,1,119,97.0,52.36457,4.8909199999999995,0
"Luxurious Apartment in Popular District ""De Pijp""",Centrum-Oost,Entire home/apt,1.0,1.5,2,1,247.0,180,73,97.0,52.35798,4.8983,1
Spacious apt with sunny balcony,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,2,2,140.0,0,26,98.0,52.37141,4.86057,0
"houseboat, appartement, near city center, garden",Bos en Lommer,Entire home/apt,1.0,1.0,4,3,160.0,0,23,95.0,52.377790000000005,4.86184,0
Charming apartment in trendy location!,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,2,120.0,41,57,99.0,52.36763,4.86744,0
Private loft with roof terrace in the city center,Centrum-Oost,Entire home/apt,1.0,1.0,2,7,112.0,0,24,96.0,52.3691,4.926130000000001,0
Spacious family house with garden!,De Baarsjes - Oud-West,Entire home/apt,4.0,2.5,4,2,237.0,166,15,97.0,52.37166,4.8608400000000005,0
Luxurious & modern 3 room apartment,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,122.0,0,10,100.0,52.368159999999996,4.9248199999999995,0
Stylish appartment in hip & quiet area near centre,Zuid,Entire home/apt,1.0,1.0,2,2,100.0,0,31,98.0,52.35048,4.84777,1
Little house  in Amsterdam,De Aker - Nieuw Sloten,Entire home/apt,1.0,1.0,4,2,121.0,0,61,95.0,52.34744,4.7889800000000005,0
Stadsvilla in de mooiste straat van Amsterdam,Zuid,Entire home/apt,3.0,1.0,4,3,190.0,0,11,98.0,52.3561,4.87115,0
Cool Spot with Great Roof Terrace in Lively East!,Oostelijk Havengebied - Indische Buurt,Entire home/apt,1.0,1.0,2,20,192.0,0,19,94.0,52.364470000000004,4.93365,0
Lovely quiet appartment with roof terras near RAI,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.0,2,3,138.0,0,10,100.0,52.3464,4.8966,0
Apartment in Amsterdam Centre!,Westerpark,Entire home/apt,1.0,1.0,3,2,121.0,364,11,95.0,52.37442,4.87447,0
Renovated Cozy Apartment -with a sunny balcony,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.0,4,2,254.0,127,10,94.0,52.35803,4.90258,0
Nice family home with garden!,Bos en Lommer,Entire home/apt,2.0,1.5,4,2,175.0,0,42,97.0,52.37789,4.85712,1
"Amazing Canal Penthouse, Stunning views",De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,1,84.0,280,385,96.0,52.35777,4.90285,1
Stylish and comfortable room in quiet area,Gaasperdam - Driemond,Private room,1.0,1.0,2,2,55.0,88,37,96.0,52.29354,4.99276,0
Mister A: nice 4p apartment on best location,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,3,180.0,0,39,99.0,52.3549,4.887230000000001,0
Fijne caravan met douche en toilet,IJburg - Zeeburgereiland,Private room,1.0,1.0,2,1,80.0,316,90,98.0,52.37015,4.958080000000001,1
SUPER CENTRAL modern apartment!,Centrum-West,Entire home/apt,1.0,1.0,2,3,100.0,0,11,96.0,52.38377,4.88861,0
Cozy room in quiet neighbourhood,De Aker - Nieuw Sloten,Private room,1.0,1.0,2,3,50.0,0,14,91.0,52.35371,4.78245,0
Lovely apartment in city centre!,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,99.0,0,12,98.0,52.360859999999995,4.89697,0
houseboat with superview,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.5,4,2,220.0,65,60,97.0,52.356609999999996,4.9054199999999994,1
Bright Ground Floor Apartment with Garden in Pijp,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,2,90.0,0,23,93.0,52.35357,4.90476,0
Warm & relaxed Boutique Room,Slotervaart,Private room,1.0,1.5,2,2,75.0,221,195,99.0,52.35517,4.83221,1
Historical Property overlooking Canal of Princes,Centrum-West,Entire home/apt,5.0,2.0,8,7,700.0,0,18,99.0,52.37793,4.88656,0
Lovely and bright apartment near Olympic Stadium!,Zuid,Entire home/apt,2.0,1.0,3,2,110.0,0,13,92.0,52.34462,4.863119999999999,0
Stylish family house + garden near AmsterdamCentre,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,3,195.0,0,12,95.0,52.36902,4.8614,0
"Modern, comfy and sunny apartment nearby Jordaan",Bos en Lommer,Entire home/apt,1.0,1.0,2,2,90.0,0,14,95.0,52.37625,4.8583300000000005,0
Stylish & Spatious Attic Studio,Centrum-Oost,Entire home/apt,1.0,1.0,3,2,150.0,178,27,96.0,52.3692,4.90813,1
Spacious apartment in lively East,Oostelijk Havengebied - Indische Buurt,Entire home/apt,2.0,1.0,4,3,199.0,0,42,97.0,52.35846,4.940980000000001,0
Luxury Apartment with best canal view of Amsterdam,Westerpark,Entire home/apt,1.0,1.0,2,6,150.0,0,22,100.0,52.374159999999996,4.87329,0
Bright 3-Bedroom Apt in Old-West | Balcony,De Baarsjes - Oud-West,Entire home/apt,3.0,1.0,4,2,249.0,0,23,90.0,52.36326,4.868530000000001,0
New apartment in the Jordaan,Centrum-West,Entire home/apt,1.0,1.0,2,3,155.0,0,114,99.0,52.38114,4.8819099999999995,1
New Studio at Amstel River 10 min from Center,Watergraafsmeer,Entire home/apt,1.0,1.0,2,3,62.0,0,25,95.0,52.33992,4.9192,0
LUXURIOUS PENTHOUSE INCLUDING 2 ROOFTOPS!,Centrum-West,Entire home/apt,1.0,1.0,2,3,168.0,245,26,94.0,52.37683,4.89085,0
Historic apt in Jordaan/city centre,Centrum-West,Entire home/apt,4.0,2.0,4,4,225.0,100,17,98.0,52.38157,4.88502,0
Spacious appartement near metro,Bijlmer-Oost,Entire home/apt,2.0,1.0,4,3,80.0,0,22,98.0,52.31924,4.977580000000001,0
Cozy and bright apartment,De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,2,5,120.0,254,11,100.0,52.351820000000004,4.89475,0
"Bright, airy flat in lovely central location",Westerpark,Entire home/apt,1.0,1.0,2,3,99.0,0,19,87.0,52.38277,4.87113,0
Comfy appartment with garden in populair East,Oud-Oost,Entire home/apt,2.0,1.5,4,2,199.0,0,38,97.0,52.35781,4.9348,1
Bright Dutch Home w/ Terrace & Parking,Slotervaart,Entire home/apt,1.0,1.5,4,4,105.0,0,15,93.0,52.3481,4.83332,0
"Lovely new appart.(60m2), nearby Vondelpark/Centre",Zuid,Entire home/apt,1.0,1.0,2,1,89.0,0,16,99.0,52.35256,4.84802,0
"Cool, Loft like & very Spacious +Garden @the Pijp!",De Pijp - Rivierenbuurt,Entire home/apt,1.0,1.0,4,2,140.0,0,25,87.0,52.3568,4.8957,0
Spacious apartment at Westerpark,Bos en Lommer,Entire home/apt,2.0,1.5,4,3,198.0,0,20,97.0,52.38193,4.85419,1
Private room for Euro-Pride weekend,Osdorp,Private room,1.0,1.0,2,2,75.0,365,78,94.0,52.35667,4.8069999999999995,0
Perfect Studio in Amsterdam Center!,Centrum-West,Private room,1.0,1.0,2,2,78.0,0,54,90.0,52.37993,4.88971,0
Design Studio in Amsterdam Center!,Centrum-West,Private room,1.0,1.0,2,2,70.0,325,36,81.0,52.38172,4.89029,0
Spacious and cosy apartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,1.0,1.0,2,3,110.0,0,11,92.0,52.360659999999996,4.85966,0
Luxurious apartment in a 16th century warehouse!,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,120.0,0,17,99.0,52.36854,4.9246,1
Top appartment Amsterdam east 75m2+,Oud-Oost,Entire home/apt,1.0,1.0,2,3,100.0,0,11,98.0,52.35028,4.91504,0
1 single room in big apartment,De Baarsjes - Oud-West,Private room,1.0,1.0,1,1,75.0,0,10,100.0,52.369679999999995,4.85721,0
Private garden studio in the heart of Amsterdam,Oud-Oost,Private room,1.0,1.0,2,2,85.0,0,35,98.0,52.35532,4.916930000000001,1
Great East Amsterdam Apartment | With Cute Cat!,Oud-Oost,Entire home/apt,2.0,2.0,3,2,181.0,0,19,86.0,52.35965,4.92765,0
Super sunny spacious Loft in Amsterdam North!,Oud-Noord,Entire home/apt,3.0,1.5,6,3,329.0,89,46,98.0,52.396370000000005,4.909,1
"Charming apartment near Vondelparc, with garden",Zuid,Entire home/apt,1.0,1.5,2,3,140.0,0,21,98.0,52.35051,4.8508,0
Whole building for yourself with friends or family,Oud-Noord,Entire home/apt,4.0,2.0,12,2,377.0,342,117,93.0,52.393570000000004,4.90918,1
GROUNDFLOOR apt/garden near Olympic Stadion/RAI,Zuid,Entire home/apt,1.0,1.5,2,3,100.0,363,44,97.0,52.34404,4.86533,0
Brightful and big studio in a green area,Buitenveldert - Zuidas,Private room,1.0,1.0,2,2,50.0,0,10,96.0,52.32703,4.86256,0
Lovely spacious FAMILY home Amsterdam city centre,Centrum-Oost,Entire home/apt,3.0,2.0,4,4,350.0,0,18,100.0,52.36193,4.91102,0
120sqm Apartment + roof terrace behind Rijksmuseum,Zuid,Entire home/apt,2.0,1.5,4,3,350.0,269,13,98.0,52.3532,4.88427,0
Cosy shared studio in a great location,Centrum-Oost,Shared room,1.0,1.0,2,1,60.0,0,23,96.0,52.37198,4.9055800000000005,0
Modern apartment near Vondelpark,De Baarsjes - Oud-West,Entire home/apt,2.0,1.0,4,2,271.0,0,19,97.0,52.3609,4.86411,0
Authentic houseboat in the center of Amsterdam,Centrum-Oost,Entire home/apt,1.0,1.0,2,2,100.0,0,68,99.0,52.37042,4.90789,1
Large Room ( 2 pers) 25 mins from centre Amsterdam,De Aker - Nieuw Sloten,Private room,1.0,1.5,2,2,55.0,363,268,97.0,52.347559999999994,4.80114,1
Awesome cozy apartment in vibrant Amsterdam-West!,Westerpark,Entire home/apt,1.0,1.0,2,1,110.0,33,82,99.0,52.381209999999996,4.87073,1
stylish central Palazzo apartment,Centrum-Oost,Entire home/apt,1.0,1.0,2,3,135.0,360,26,94.0,52.37017,4.90965,1
Appartment next to the Vondelpark,Zuid,Entire home/apt,3.0,1.5,4,5,249.0,180,10,98.0,52.35819,4.86215,0
Bright and trendy apartment close to Westpark,Westerpark,Entire home/apt,1.0,1.0,2,2,125.0,0,41,99.0,52.38541,4.8731599999999995,0
"Typical ""Amsterdams"" apartm. nearby centr station",Oud-Noord,Entire home/apt,1.0,1.0,2,14,75.0,0,17,98.0,52.386070000000004,4.9168199999999995,0
Rooftop Apartment 140m2 - with jacuzzi,De Pijp - Rivierenbuurt,Entire home/apt,3.0,1.0,4,3,350.0,173,45,97.0,52.35535,4.8977,0
Eclectic & light place in the trendy Pijp area,De Pijp - Rivierenbuurt,Entire home/apt,2.0,1.0,4,2,213.0,0,15,91.0,52.35172,4.8933599999999995,0
Sunlit apartment in the bustling Jordaan,Centrum-West,Entire home/apt,1.0,1.5,4,3,160.0,39,21,96.0,52.37141,4.88141,0
